StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,PID,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,ProtectYourself,AmazonHP,email_IRS,web_IRS,apple,amazon_Product,email_mcafee,GetProtected,Employment,TotalIncome,Race,Education,Age_1,Gender,RedCross,SSA_HP,mySSA,AmazonDeliveryDelay,FB_SSA,ssa_optout,replacementCard,WalmartProduct,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,surveyArm,PROLIFIC_PID
4/19/2022 22:38,4/19/2022 22:57,100,1161,TRUE,4/19/2022 22:57,R_2zHDD36LPnsLoqx,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1920x1080,597e493a2ef10300019b020e,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,A few times a week / Daily,Real,Real,Scam,Real,Real,Real,Scam,Scam,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Female,Scam,Real,Scam,Real,Scam,Scam,Real,Scam,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm4_interactive,597e493a2ef10300019b020e
4/19/2022 22:50,4/19/2022 22:58,100,509,TRUE,4/19/2022 22:59,R_2ZHp9PcCa8c57b3,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1366x768,5f06e8146c99472609ebcf8a,Very little,Frustrated,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,,,,,,,,"Not employed, NOT looking for work","$20,000 - $39,999",Hispanic,Some college but no degree,22,Female,Scam,Real,Scam,Real,Scam,Scam,Scam,Real,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",arm1_control,5f06e8146c99472609ebcf8a
4/19/2022 22:54,4/19/2022 23:00,100,321,TRUE,4/19/2022 23:00,R_2ffkFGx0YoTzN3Q,,,,,anonymous,EN,Yes,Chrome,100.0.4896.82,CrOS x86_64 14526.69.0,1476x830,6171125c1d572c106f10824e,Some,Frustrated,Never,Government should do more to solve problems.,Slightly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Slightly Agree,Disagree,Slightly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Once a week,,,,,,,,,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,37,Female,Real,Real,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm1_control,6171125c1d572c106f10824e
4/19/2022 22:49,4/19/2022 23:01,100,691,TRUE,4/19/2022 23:01,R_1I6jjDY0R25rruZ,,,,,anonymous,EN,Yes,Chrome,99.0.4844.94,CrOS x86_64 14469.59.0,1536x864,6111f4f059b51b1b46542567,Some,Basically content,Most of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,Associate degree,23,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,Yes,1500,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,6111f4f059b51b1b46542567
4/19/2022 22:52,4/19/2022 23:02,100,637,TRUE,4/19/2022 23:02,R_2XgnXO4h9MSZKyM,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 6.1,1366x768,5a726e526fc3c60001f976bb,Very little,Angry,Never,Government should do more to solve problems.,Slightly Agree,Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,,,,,,,,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,34,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,5a726e526fc3c60001f976bb
4/19/2022 22:55,4/19/2022 23:03,100,445,TRUE,4/19/2022 23:03,R_1Oq6bEt5Ip9EKYG,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1680x1050,580bea98827ca10001db514e,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,53,Male,Scam,Real,Real,Real,Real,Scam,Real,Real,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",arm3_tips,580bea98827ca10001db514e
4/19/2022 22:56,4/19/2022 23:04,100,426,TRUE,4/19/2022 23:04,R_03zKU4rv0O0HB05,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,1920x1080,5eb0deb2bd00da19c156f390,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,Real,Real,Scam,Real,Real,Scam,Real,Real,"Employed, working 30 or more hours per week","$150,000 or more","Asian American or Asian,Hispanic",Graduate or professional degree,34,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm4_interactive,5eb0deb2bd00da19c156f390
4/19/2022 22:56,4/19/2022 23:05,100,542,TRUE,4/19/2022 23:05,R_Zf2PC9LmxdCs5dD,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Macintosh,1680x1050,61109bb38f065f6238b6cc5c,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Once a month,Real,Real,Scam,Real,Real,Real,Real,Scam,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,34,Female,Scam,Real,Scam,Real,Real,Scam,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,No,Often,Some of the time,Some of the time,"Yes, use the responses.",arm4_interactive,61109bb38f065f6238b6cc5c
4/19/2022 22:53,4/19/2022 23:06,100,807,TRUE,4/19/2022 23:06,R_12aK2ACrlXOSiPk,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1600x900,5e8403df91be011665b49f7f,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Strongly Disagree,A few times a year,,,,,,,,,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",26,Other,Real,Real,Real,Real,Scam,Real,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,5e8403df91be011665b49f7f
4/19/2022 22:57,4/19/2022 23:07,100,590,TRUE,4/19/2022 23:07,R_2Bn74ORFWIpzDYv,,,,,anonymous,EN,Yes,Chrome,99.0.4844.74,Macintosh,1440x900,60fd040f27bc565dd01eba28,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,,,,,,,,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,21,Female,Real,Real,Scam,Real,Real,Real,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm2_generalinfo,60fd040f27bc565dd01eba28
4/19/2022 22:54,4/19/2022 23:08,100,845,TRUE,4/19/2022 23:08,R_vPvSYNs06NDwnhT,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Android 8.1.0,424x848,5d4cdd05421a460018d005e0,Some,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,A few times a week / Daily,,,,,,,,,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,34,Female,Scam,Real,Real,Real,Scam,Real,Real,Real,,,,,Not Sure,Often,Some of the time,Often,"Yes, use the responses.",arm2_generalinfo,5d4cdd05421a460018d005e0
4/19/2022 23:03,4/19/2022 23:08,100,317,TRUE,4/19/2022 23:08,R_3hrSWcAGiAbjdio,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Macintosh,1440x900,5d59d1c4f6a63300198681e8,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a week / Daily,,,,,,,,,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,45,Female,Scam,Real,Scam,Real,Scam,Real,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm1_control,5d59d1c4f6a63300198681e8
4/19/2022 23:05,4/19/2022 23:08,100,201,TRUE,4/19/2022 23:08,R_bCwZMeCdtnyEFgZ,,,,,anonymous,EN,Yes,Safari iPhone,14.1.2,iPhone,375x667,5ab5a51be1546900019b59ff,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,33,Male,Scam,Real,Real,Real,Scam,Scam,Scam,Scam,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,5ab5a51be1546900019b59ff
4/19/2022 22:40,4/19/2022 23:11,100,1847,TRUE,4/19/2022 23:11,R_eS8pjPdNjfON89X,,,,,anonymous,EN,Yes,Chrome,98.0.4758.102,Macintosh,1440x900,60ffa8b8baf716d020c22954,None at all,Angry,Never,Government should do more to solve problems.,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,A few times a week / Daily,Real,Real,Scam,Real,Real,Scam,Real,Real,"Employed, working 30 or more hours per week","$100,000 - $149,999",Other,Bachelor degree,27,Female,Scam,Real,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm4_interactive,60ffa8b8baf716d020c22954
4/19/2022 23:06,4/19/2022 23:13,100,413,TRUE,4/19/2022 23:13,R_3RxqQpiTQhFdS90,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1600x900,57b560e4a18afd00013e0579,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Agree,Strongly Disagree,Agree,Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a month,,,,,,,,,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,46,Female,Real,Real,Real,Real,Real,Real,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,57b560e4a18afd00013e0579
4/19/2022 23:05,4/19/2022 23:14,100,556,TRUE,4/19/2022 23:14,R_TtNKs6X2XNeIAo1,,,,,anonymous,EN,Yes,Safari,15.3,Macintosh,1440x900,611d0b9565843c8d33b316dd,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Strongly Disagree,Agree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,,,,,,,,,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,43,Female,Real,Real,Scam,Real,Scam,Real,Real,Real,,,,,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,611d0b9565843c8d33b316dd
4/19/2022 23:09,4/19/2022 23:15,100,378,TRUE,4/19/2022 23:15,R_vJhc9THq48GaqnT,,,,,anonymous,EN,Yes,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,60eef0f97160d7a04415714f,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,,,,,,,,"Employed, working 1-29 hours per week","$20,000 - $39,999",Asian American or Asian,Graduate or professional degree,25,Female,Real,Real,Scam,Real,Real,Real,Real,Real,Someone selling fraudulent goods or services,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,60eef0f97160d7a04415714f
4/19/2022 23:10,4/19/2022 23:17,100,375,TRUE,4/19/2022 23:17,R_3F54M9efzciaUyR,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Android 9,360x740,5ee5f7f771f86b333ba269de,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Disagree,Disagree,Slightly Agree,Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Once a week,,,,,,,,,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,25,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",arm2_generalinfo,5ee5f7f771f86b333ba269de
4/19/2022 23:07,4/19/2022 23:18,100,622,TRUE,4/19/2022 23:18,R_bQOwBpnXEp7dWhj,,,,,anonymous,EN,Yes,Chrome,100.0.4896.133,Windows NT 6.1,1920x1080,5e1fc8d45427912f6143b012,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Disagree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,59,Female,Scam,Real,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm3_tips,5e1fc8d45427912f6143b012
