,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,fraudExperience_SSA,fraudExperience_Govt,fraudExperience_Biz,fraudExperience_YN,fraudLoss_YN,fraudLoss_Amount,reportFraud_YN,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_medicareReview,Correct_benefitsSuspension,droppedFinalQuestion,percentCorrect,percentCorrect_Email,percentCorrect_Web,percentCorrect_Letter,percentCorrect_Govt,percentCorrect_Biz,percentCorrect_IsScam,percentCorrect_IsReal,percentIncorrect_ActuallyScam,percentIncorrect_ActuallyReal,RevealedTrust
2977,2022-09-12 07:31:00,9/12/2022 7:42,IP Address,100,609,True,9/12/2022 7:42,R_2VRfyTlAoytKsME,,,,,anonymous,EN,Yes,,,Chrome,104.0.0.0,Windows NT 10.0,1280x720,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,B448961,arm3_tips,,B448961,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:42,9/12/2022 7:43,IP Address,100.0,113.0,True,9/12/2022 7:43,R_1JCuKsvJSCpR7gj,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",African American or African (Non-Hispanic),Graduate or professional degree,56.0,Female,True,Real,,,Scam,,Details,Real,Click,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:54,9/12/2022 7:57,IP Address,100.0,184.0,True,9/12/2022 7:57,R_1kZTFbeoRnOgjCa,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Other",Yes,"400,000",Yes,Yes,Often,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,7,True,175.0,B,E,18.0,56.0,1.0,3136.0,5.1647859739235145,False,True,False,True,True,400000.0,1.0,0.29166666666666663,4.0,3.75,3.0,2.3333333333333335,8,0,2,3,5,3,4,1,0,4,4,1,2,2,2,3,7,0,True,True,True,True,True,True,True,False,False,True,False,80.0,75.0,100.0,50.0,66.66666666666666,100.0,100.0,60.0,0.0,40.0,
2953,2022-09-12 07:31:00,9/12/2022 7:35,IP Address,100,270,True,9/12/2022 7:35,R_Q5gGwGCUSGxzgJz,,,,,anonymous,EN,Yes,,,Chrome iPhone,105.0.5195.100,iPhone,375x667,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,A few times a year,B167992,arm3_tips,,B167992,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,61.0,True,9/12/2022 7:36,R_eeRtTOixE32XEit,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,60.0,Female,True,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:39,9/12/2022 7:40,IP Address,100.0,74.0,True,9/12/2022 7:40,R_1kFexpUcpSf8L5C,,,,,anonymous,EN,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,2.0,1.0,0.0,Keep,False,False,7,True,70.0,W,R,18.0,60.0,1.0,3600.0,4.248495242049359,False,False,False,False,False,0.0,,0.9166666666666666,4.6,2.5,3.0,1.0,5,1,4,1,4,2,2,1,0,3,2,1,1,1,1,2,8,0,False,False,False,True,True,True,True,False,False,True,False,50.0,50.0,50.0,50.0,50.0,50.0,80.0,20.0,20.0,80.0,
2950,2022-09-12 07:31:00,9/12/2022 7:35,IP Address,100,235,True,9/12/2022 7:35,R_3nuu8yv5OJeq7fi,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1392x783,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,B71643,arm1_control,,B71643,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,47.0,True,9/12/2022 7:36,R_cRMLdE5mXW88WZj,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",I prefer not to say,Graduate or professional degree,58.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:38,9/12/2022 7:40,IP Address,100.0,81.0,True,9/12/2022 7:40,R_22qWmCFuCcpfFgM,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,600,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,1.0,1.0,0.0,Keep,False,False,6,True,30.0,O,E,18.0,58.0,0.0,3364.0,3.4011973816621555,False,False,True,True,True,600.0,1.0,0.9166666666666666,4.0,1.625,5.0,1.0,8,0,2,3,5,3,4,1,0,4,4,1,2,2,2,3,7,0,True,True,True,True,True,True,True,False,False,True,False,80.0,75.0,100.0,50.0,66.66666666666666,100.0,100.0,60.0,0.0,40.0,60.0
2956,2022-09-12 07:32:00,9/12/2022 7:36,IP Address,100,240,True,9/12/2022 7:36,R_3hyBglVqKx6vdXz,,,,,anonymous,EN,Yes,,,Chrome iPad,105.0.5195.100,iPad,810x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,B857743,arm4_interactive,,B857743,3,0,Real,,,Real,Click,,Scam,,,Real,,,Real,,,Scam,Click,,Real,,Details,Scam,,Details,True,True,9/12/2022 7:42,9/12/2022 7:43,IP Address,100.0,51.0,True,9/12/2022 7:43,R_3D1Ic3VEitpMOOO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Graduate or professional degree,41.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,,True,True,9/12/2022 7:47,9/12/2022 7:48,IP Address,100.0,85.0,True,9/12/2022 7:48,R_1l61708HthnDY8R,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Often,Hardly ever,"Yes, use the responses.",True,1,True,2,1.0,1.0,0.0,Keep,False,False,7,True,50.0,B,E,18.0,41.0,1.0,1681.0,3.912023005428146,False,True,True,True,False,0.0,1.0,0.625,3.9,1.875,4.0,1.6666666666666667,7,3,0,5,2,3,3,1,0,4,3,1,2,2,1,8,2,0,True,True,True,True,True,False,False,True,True,False,False,70.0,75.0,75.0,50.0,66.66666666666666,75.0,40.0,100.0,60.0,0.0,
2969,2022-09-12 07:32:00,9/12/2022 7:39,IP Address,100,438,True,9/12/2022 7:39,R_3O03D7tRAVb7dop,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,384x854,Quite a lot,Frustrated,Just about always,Government should do more to solve problems.,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,B386460,arm2_generalinfo,,B386460,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:39,9/12/2022 7:41,IP Address,100.0,112.0,True,9/12/2022 7:41,R_3j9b2ymedaPUWa8,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,75.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:44,9/12/2022 7:47,IP Address,100.0,148.0,True,9/12/2022 7:47,R_1mFdUKiriDpLJNa,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,219,Yes,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,7,True,70.0,W,R,13.0,75.0,1.0,5625.0,4.248495242049359,False,False,True,True,True,219.0,1.0,0.875,5.4,2.125,5.0,1.3333333333333333,8,0,2,3,5,3,4,1,0,4,4,1,2,2,2,3,7,0,True,True,True,True,True,True,True,False,False,True,False,80.0,75.0,100.0,50.0,66.66666666666666,100.0,100.0,60.0,0.0,40.0,60.0
2959,2022-09-12 07:32:00,9/12/2022 7:37,IP Address,100,267,True,9/12/2022 7:37,R_6GcgmdaiCp4NW6d,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 10,412x846,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,B840515,arm2_generalinfo,,B840515,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:37,9/12/2022 7:38,IP Address,100.0,72.0,True,9/12/2022 7:38,R_sTHJmdagMGh47YJ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",33.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:41,9/12/2022 7:42,IP Address,100.0,80.0,True,9/12/2022 7:42,R_DnJdHohThAJXjcl,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),Yes,626,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,2,2.0,1.0,0.0,Keep,False,False,7,True,90.0,W,E,12.0,33.0,1.0,1089.0,4.499809670330265,False,True,False,True,True,626.0,1.0,0.29166666666666663,3.8,1.625,6.0,2.0,6,2,2,3,3,2,3,1,0,2,4,0,2,1,2,5,5,0,True,True,True,False,True,True,False,False,False,True,False,60.0,50.0,75.0,50.0,33.33333333333333,100.0,60.0,60.0,40.0,40.0,60.0
2949,2022-09-12 07:32:00,9/12/2022 7:35,IP Address,100,185,True,9/12/2022 7:35,R_10H5DViBuNjy5z4,,,,,anonymous,EN,Yes,,,Chrome,99.0.4844.88,Android 11,412x892,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,A few times a week / Daily,B228546,arm3_tips,,B228546,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,38.0,True,9/12/2022 7:36,R_3hzoBsk30yslWr2,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,41.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,9/12/2022 7:40,9/12/2022 7:41,IP Address,100.0,81.0,True,9/12/2022 7:41,R_3JIcHvujM4IRG9o,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,100,Yes,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,1,0.0,1.0,0.0,Keep,False,False,7,True,10.0,W,U,13.0,41.0,1.0,1681.0,2.302585092994046,False,True,True,True,True,100.0,1.0,0.37499999999999994,2.6,3.375,6.0,1.6666666666666667,7,2,1,4,3,2,4,1,0,4,3,1,1,2,2,6,4,0,True,False,True,True,True,True,False,True,False,True,False,70.0,50.0,100.0,50.0,66.66666666666666,75.0,60.0,80.0,40.0,20.0,
2947,2022-09-12 07:32:00,9/12/2022 7:35,IP Address,100,155,True,9/12/2022 7:35,R_3PhmrQt5qEnoOxk,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1680x1050,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Slightly Disagree,Agree,Disagree,Agree,Slightly Agree,Once a month,B376992,arm4_interactive,,B376992,1,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,,True,True,9/12/2022 7:41,9/12/2022 8:27,IP Address,100.0,2759.0,True,9/12/2022 8:27,R_3qPDjZw2Iz5qf4l,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,42.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 8:31,9/12/2022 8:32,IP Address,100.0,83.0,True,9/12/2022 8:32,R_Xna91tIPIJKUhSF,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",Not Sure,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,1,4.0,1.0,0.0,Keep,False,False,7,True,50.0,W,E,16.0,42.0,1.0,1764.0,3.912023005428146,False,True,True,True,False,0.0,0.0,0.625,4.5,3.0,4.0,2.0,8,2,0,5,3,3,3,2,0,4,4,1,2,1,2,7,3,0,True,True,True,False,True,True,False,True,True,True,False,80.0,75.0,75.0,100.0,66.66666666666666,100.0,60.0,100.0,40.0,0.0,
2955,2022-09-12 07:33:00,9/12/2022 7:35,IP Address,100,148,True,9/12/2022 7:35,R_2Pp0iPGYh1IXuYe,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,428x926,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Disagree,Strongly Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a week / Daily,B558763,arm1_control,,B558763,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,40.0,True,9/12/2022 7:36,R_qK3I4GgErt7SyS5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,26.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,Details,Scam,,,Scam,,,True,True,9/12/2022 7:39,9/12/2022 7:40,IP Address,85.0,81.0,False,9/13/2022 7:40,R_1jTdojSc6Vjlwbl,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,250,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,0.0,1.0,0.0,Keep,False,False,7,True,175.0,W,E,18.0,26.0,1.0,676.0,5.1647859739235145,False,True,True,True,True,250.0,1.0,0.37499999999999994,1.0,2.75,6.0,1.0,8,1,1,4,4,3,4,1,0,4,4,1,2,2,2,5,5,0,True,True,True,True,True,True,False,True,False,True,False,80.0,75.0,100.0,50.0,66.66666666666666,100.0,80.0,80.0,20.0,20.0,80.0
2965,2022-09-12 07:33:00,9/12/2022 7:38,IP Address,100,305,True,9/12/2022 7:38,R_3fkFQFn8LNmfqb0,,,,,anonymous,EN,Yes,,,Chrome iPhone,105.0.5195.100,iPhone,390x844,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,A few times a week / Daily,B28891,arm4_interactive,,B28891,3,0,Both,,,Real,,,Scam,,Details,Real,Click,,Real,,,Scam,Click,,Real,,Details,Real,,Details,True,True,9/12/2022 7:52,9/12/2022 7:54,IP Address,100.0,124.0,True,9/12/2022 7:54,R_2c0E04kb8hVpNiF,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",Hispanic,Graduate or professional degree,44.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,9/12/2022 8:01,9/12/2022 8:02,IP Address,100.0,86.0,True,9/12/2022 8:02,R_3KHrS6ytsoXUhcM,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,800,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,4.0,2.0,0.0,Keep,False,False,6,True,125.0,H,E,18.0,44.0,1.0,1936.0,4.8283137373023015,False,False,True,True,True,800.0,1.0,0.75,5.9,3.75,6.0,1.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,False,90.0,75.0,100.0,100.0,83.33333333333334,100.0,80.0,100.0,20.0,0.0,
2961,2022-09-12 07:33:00,9/12/2022 7:37,IP Address,100,266,True,9/12/2022 7:37,R_1mwqtssh7DmeSLg,,,,,anonymous,EN,Yes,,,Firefox,104,Windows NT 10.0,2048x1152,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Once a week,B672732,arm3_tips,,B672732,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:37,9/12/2022 7:38,IP Address,100.0,46.0,True,9/12/2022 7:38,R_2zTLUpC7fOwBA9t,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,34.0,Male,True,Real,,,Real,,Details,Real,Click,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,9/12/2022 7:43,9/12/2022 7:46,IP Address,100.0,184.0,True,9/12/2022 7:46,R_2zp7vzAYNWho4go,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,2,1.0,4.0,0.0,Keep,False,False,7,True,175.0,W,E,16.0,34.0,0.0,1156.0,5.1647859739235145,False,True,True,True,False,0.0,1.0,0.29166666666666663,3.4,,5.0,1.3333333333333333,6,4,0,5,1,2,2,2,0,4,2,1,1,1,1,9,1,0,True,False,True,False,True,False,False,True,True,True,False,60.0,50.0,50.0,100.0,66.66666666666666,50.0,20.0,100.0,80.0,0.0,
2968,2022-09-12 07:34:00,9/12/2022 7:38,IP Address,100,272,True,9/12/2022 7:38,R_30o8PFK7fxbsJxG,,,,,anonymous,EN,Yes,,,Chrome iPhone,105.0.5195.100,iPhone,390x844,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,A few times a year,B578410,arm3_tips,,B578410,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:39,9/12/2022 7:40,IP Address,100.0,73.0,True,9/12/2022 7:40,R_9WTIOZ5pMo5cdk5,,,,,anonymous,EN,"Disabled, not able to work","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Hispanic",Some college but no degree,22.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 7:42,9/12/2022 7:43,IP Address,100.0,61.0,True,9/12/2022 7:43,R_31yeU5SplUtQ8f9,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,2.0,0.0,0.0,Keep,False,False,7,True,30.0,H,R,13.0,22.0,1.0,484.0,3.4011973816621555,False,False,False,False,False,0.0,,0.5416666666666666,5.0,2.5,3.0,1.0,6,4,0,5,1,2,2,2,0,4,2,1,1,1,1,9,1,0,True,False,True,False,True,False,False,True,True,True,False,60.0,50.0,50.0,100.0,66.66666666666666,50.0,20.0,100.0,80.0,0.0,
