,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
78,2022-07-26 10:44:00,7/26/2022 10:50,IP Address,100,362,True,7/26/2022 10:50,R_2645l80VolNzsZB,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm1_control,62dabdae166cd27103139c97,62dabdae166cd27103139c97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:50,7/26/2022 10:50,IP Address,100.0,36.0,True,7/26/2022 10:50,R_2PBSts8XYTsnxAK,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Hispanic,Associate degree,41.0,Male,True,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:52,7/26/2022 10:53,IP Address,100.0,54.0,True,7/26/2022 10:53,R_TwtS3HKJ61Fi7qV,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,1.0,1.0,0.0,Keep,False,False,24,False
82,2022-07-26 10:44:00,7/26/2022 10:51,IP Address,100,458,True,7/26/2022 10:51,R_3iCEQfy7Za2F3Z1,,,,,anonymous,EN,,Yes,,Chrome,102.0.5005.167,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Slightly Disagree,,Disagree,A few times a year,,arm4_interactive,60175a2c2d7cc99cb9f4049c,60175a2c2d7cc99cb9f4049c,4,0,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/26/2022 10:54,7/26/2022 10:56,IP Address,100.0,112.0,True,7/26/2022 10:56,R_ONAbzFeWkpRO3QZ,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,30.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:58,7/26/2022 10:59,IP Address,100.0,69.0,True,7/26/2022 10:59,R_11c00DvS84NHmNw,,,,,anonymous,EN,Other,No,,Not Sure,No,Often,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,4.0,2.0,0.0,Keep,False,False,24,False
68,2022-07-26 10:44:00,7/26/2022 10:46,IP Address,100,133,True,7/26/2022 10:46,R_cSarlZDkPRGoaCB,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,320x693,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,611939dc3e537358d9946523,611939dc3e537358d9946523,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:46,7/26/2022 10:47,IP Address,100.0,24.0,True,7/26/2022 10:47,R_33sD9N8MSpuaxXX,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,21.0,Female,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,,,,True,False,7/26/2022 10:48,7/26/2022 10:49,IP Address,100.0,37.0,True,7/26/2022 10:49,R_uaKnVN1DYB5T04h,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,0.0,0.0,0.0,Test Results are Incomplete,False,,24,False
77,2022-07-26 10:45:00,7/26/2022 10:49,IP Address,100,247,True,7/26/2022 10:49,R_3WAde5xFljSvM41,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 6.3,1600x900,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Once a week,,arm1_control,5dd733ca946f7c6e031bb8a3,5dd733ca946f7c6e031bb8a3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:49,7/26/2022 10:49,IP Address,100.0,31.0,True,7/26/2022 10:49,R_1IL3LCN0diyBR64,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,37.0,Male,True,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:51,7/26/2022 10:53,IP Address,100.0,91.0,True,7/26/2022 10:53,R_1mLbqxJQQgJXBBs,,,,,anonymous,EN,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,False,False,3,1.0,3.0,0.0,Keep,False,False,24,False
86,2022-07-26 10:45:00,7/26/2022 10:55,IP Address,100,622,True,7/26/2022 10:55,R_1nOBp3Gg9cRUlOo,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1707x960,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm1_control,604fe822b095421e07e3f93e,604fe822b095421e07e3f93e,2,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:55,7/26/2022 10:57,IP Address,100.0,85.0,True,7/26/2022 10:57,R_1Fml3oo3G8EUJgp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29.0,Male,True,Real,,,Real,,,Scam,,,Real,,Details,Real,,,Scam,,,Real,,,Real,,,Scam,,Details,Scam,,,True,True,7/26/2022 11:02,7/26/2022 11:06,IP Address,100.0,251.0,True,7/26/2022 11:06,R_3J3gJ4ISXLFhxSD,,,,,anonymous,EN,,,,,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,False,False,4,4.0,4.0,0.0,Keep,False,False,24,False
83,2022-07-26 10:46:00,7/26/2022 10:52,IP Address,100,338,True,7/26/2022 10:52,R_2tGxHaforSk8mrf,,,,,anonymous,EN,,Yes,,Safari,537.36,Android 10,962x601,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a month,,arm4_interactive,615239af65358edf57e7a095,615239af65358edf57e7a095,4,0,Real,,,Real,Click,,Real,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/26/2022 10:58,7/26/2022 10:59,IP Address,100.0,64.0,True,7/26/2022 10:59,R_rd7lpPTTPo2vn7b,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Some college but no degree,29.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,True,True,7/26/2022 11:01,7/26/2022 11:02,IP Address,100.0,73.0,True,7/26/2022 11:02,R_1dyPi4p0qOffXkq,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,4.0,3.0,0.0,Keep,False,False,24,False
72,2022-07-26 10:46:00,7/26/2022 10:48,IP Address,100,121,True,7/26/2022 10:48,R_3IRyC0Iw0b1Vcky,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,2560x1440,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a month,,arm4_interactive,6115d535dbd6948950e5441a,6115d535dbd6948950e5441a,4,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,Details,Real,,Details,True,True,7/26/2022 10:53,7/26/2022 10:53,IP Address,100.0,33.0,True,7/26/2022 10:53,R_22P42ulRFj8N6VL,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,31.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,True,True,7/26/2022 10:56,7/26/2022 10:57,IP Address,100.0,43.0,True,7/26/2022 10:57,R_DNz4xOC0ljErkYx,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,Not Sure,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,1.0,0.0,0.0,Keep,False,False,24,False
76,2022-07-26 10:46:00,7/26/2022 10:48,IP Address,100,115,True,7/26/2022 10:48,R_XHzxS2ujQLqCIw1,,,,,anonymous,EN,,Yes,,Safari,15.1,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm1_control,60fda003f3acba0353b4c015,60fda003f3acba0353b4c015,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:48,7/26/2022 10:49,IP Address,100.0,34.0,True,7/26/2022 10:49,R_2uwIvl7oC2arBZQ,,,,,anonymous,EN,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",20.0,Female,True,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Scam,,Details,,,,True,False,7/26/2022 10:51,7/26/2022 10:52,IP Address,100.0,46.0,True,7/26/2022 10:52,R_2dtqjkzYn6eu0X1,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,1.0,1.0,0.0,Too Fast,False,,24,False
81,2022-07-26 10:46:00,7/26/2022 10:51,IP Address,100,293,True,7/26/2022 10:51,R_WvM5mESLXeWU1pf,,,,,anonymous,EN,,Yes,,Firefox,102,Android 12,384x811,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,A few times a week / Daily,,arm4_interactive,5f91a6bf59acc003a749718a,5f91a6bf59acc003a749718a,0,0,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Real,,,True,True,7/26/2022 10:59,7/26/2022 11:00,IP Address,100.0,62.0,True,7/26/2022 11:00,R_1g2yYQXhQUMMnoE,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Bachelor degree,32.0,Female,True,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,,,,True,False,7/26/2022 11:04,7/26/2022 11:06,IP Address,100.0,131.0,True,7/26/2022 11:06,R_1H0OJdH3NPYRD7i,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,4.0,4.0,0.0,Test Results are Incomplete,False,,24,False
79,2022-07-26 10:47:00,7/26/2022 10:50,IP Address,100,202,True,7/26/2022 10:50,R_qP0PSGlfrSWaUs9,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm4_interactive,61087ae0233749ee73d4c095,61087ae0233749ee73d4c095,4,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/26/2022 10:54,7/26/2022 10:55,IP Address,100.0,41.0,True,7/26/2022 10:55,R_bgroJhqA6MD4oX7,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,30.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,True,True,7/26/2022 10:57,7/26/2022 10:58,IP Address,100.0,36.0,True,7/26/2022 10:58,R_1ilFwFKSOiipcQC,,,,,anonymous,EN,,,,,Yes,Some of the time,Often,Some of the time,"Yes, use the responses.",True,1,True,False,False,2,2.0,0.0,0.0,Keep,False,False,24,False
84,2022-07-26 10:48:00,7/26/2022 10:53,IP Address,100,345,True,7/26/2022 10:53,R_1otjEyGKCB3usKs,,,,,anonymous,EN,,Yes,,Safari iPad,Unknown,iPad,768x1024,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,612b1caa2df749badddc6f7a,612b1caa2df749badddc6f7a,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:53,7/26/2022 10:55,IP Address,100.0,86.0,True,7/26/2022 10:55,R_24YKiXj7wEyEs2R,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,51.0,Male,True,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,,,,True,False,7/26/2022 11:04,7/26/2022 11:06,IP Address,100.0,95.0,True,7/26/2022 11:06,R_2ykAtfm19Vw7yr3,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Other",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,4.0,4.0,0.0,Test Results are Incomplete,False,,24,False
80,2022-07-26 10:49:00,7/26/2022 10:51,IP Address,100,139,True,7/26/2022 10:51,R_2pKW19X02m475Aj,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 9,601x962,Some,Basically content,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm1_control,60d76140337e60ae26f7fce9,60d76140337e60ae26f7fce9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:51,7/26/2022 10:52,IP Address,100.0,46.0,True,7/26/2022 10:52,R_3RsZiXM0LwtMPFe,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,42.0,Male,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/26/2022 10:54,7/26/2022 10:55,IP Address,100.0,53.0,True,7/26/2022 10:55,R_1pmzoKknG2jKPJy,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,2.0,1.0,0.0,Keep,False,False,24,False
88,2022-07-26 10:50:00,7/26/2022 10:58,IP Address,100,488,True,7/26/2022 10:58,R_1f27Hn55AXtmOWD,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1360x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,,arm4_interactive,62a1d7a12622f7f2256fc873,62a1d7a12622f7f2256fc873,1,0,Real,Click,,Scam,,,Scam,,,Scam,Click,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 11:05,7/26/2022 11:06,IP Address,100.0,44.0,True,7/26/2022 11:06,R_sFEKgypn2XYHO6Z,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",African American or African (Non-Hispanic),Some high school,35.0,Other,True,Scam,,Details,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 11:09,7/26/2022 11:11,IP Address,100.0,116.0,True,7/26/2022 11:11,R_1OJnLRv0JoAi6DR,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,2.0,4.0,0.0,Keep,False,False,24,False
87,2022-07-26 10:52:00,7/26/2022 10:56,IP Address,100,229,True,7/26/2022 10:56,R_114RIbFwJOPalGt,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,None at all,Angry,Never,Government should do more to solve problems.,Slightly Agree,Disagree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Strongly Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Once a month,,arm4_interactive,62dc03e89fdaed02c03e0e14,62dc03e89fdaed02c03e0e14,4,0,Real,,Details,Real,,,Scam,,,Real,Click,,Real,,,Scam,,,Real,,Details,Real,Click,Details,True,True,7/26/2022 11:01,7/26/2022 11:02,IP Address,100.0,44.0,True,7/26/2022 11:02,R_3m33EovBmo8O4w8,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,35.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 11:04,7/26/2022 11:05,IP Address,100.0,53.0,True,7/26/2022 11:05,R_d5L6EdVPtdlFi8x,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,2.0,1.0,0.0,Keep,False,False,24,False
85,2022-07-26 10:53:00,7/26/2022 10:55,IP Address,100,142,True,7/26/2022 10:55,R_2VwNHsWnT83s7Vs,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1920x1080,None at all,Basically content,Never,Government should do more to solve problems.,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Once a month,,arm4_interactive,614fa2d8176b0317b451cd0f,614fa2d8176b0317b451cd0f,0,0,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 10:58,7/26/2022 10:58,IP Address,100.0,25.0,True,7/26/2022 10:58,R_2U6r9rL5qm8wK9X,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",Hispanic,Some college but no degree,29.0,Male,True,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,,,,True,False,7/26/2022 10:59,7/26/2022 11:00,IP Address,100.0,44.0,True,7/26/2022 11:00,R_D0I5OXcn3v23Pyh,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,0.0,1.0,0.0,Test Results are Incomplete,False,,24,False
98,2022-07-26 10:55:00,7/26/2022 11:03,IP Address,100,504,True,7/26/2022 11:03,R_1GQ91YcV2dW2g0s,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Basically content,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,6297b5dba0b83527c9907832,6297b5dba0b83527c9907832,1,1,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/26/2022 11:08,7/26/2022 11:10,IP Address,100.0,147.0,True,7/26/2022 11:10,R_1g6zM7AbAnkFM2K,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,Associate degree,22.0,Male,True,Real,,Details,Real,,,Real,,,Scam,,,Real,Click,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 11:12,7/26/2022 11:13,IP Address,100.0,52.0,True,7/26/2022 11:13,R_2dL90BXwaDD8uUp,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,4.0,1.0,0.0,Keep,False,False,24,False
